post_id,platform,content_type,category,creator_type,follower_count,account_age_days,hook_strength,relatability_score,thumbnail_quality,caption_length,hashtag_count,trending_audio,call_to_action,video_duration,post_time,day_of_week,emotion_trigger,views,likes,comments,shares,saves,impressions,reach,watch_time_avg,completion_rate,engagement_rate,first_3sec_retention,viral
734,YouTube,Post,Tech,individual,2281,918,3,10,10,66,0,0,0,106,8,4,neutral,2948,92,82,46,71,3921,3425,88.66,0.84,0.099,0.54,0
735,YouTube,Short,Motivation,individual,4584,450,8,9,5,257,32,1,1,37,6,7,fear,2689,193,97,23,92,4798,3454,7.12,0.19,0.151,1,0
736,YouTube,Post,Entertainment,individual,1872,1768,9,7,1,191,31,0,0,172,20,4,curiosity,8511,255,359,112,137,15104,11349,67.12,0.39,0.101,1,1
737,YouTube,Video,Education,brand,753,771,4,1,1,101,23,1,1,54,6,4,fear,2854,265,139,45,54,4004,2552,21.24,0.39,0.176,0.65,1
738,Instagram,Short,Meme,individual,11820,1712,5,5,4,289,37,0,0,21,21,3,funny,10300,742,175,87,96,14146,12614,10.6,0.5,0.107,0.65,0
739,YouTube,Reel,Entertainment,individual,1951,300,5,4,6,218,21,1,1,82,16,2,funny,1648,96,20,36,40,3128,2151,29.95,0.37,0.117,0.71,0
740,TikTok,Reel,Tech,influencer,89633,1648,5,10,8,296,18,0,1,156,8,7,inspiration,194709,21272,6673,5163,1078,414026,218536,18.51,0.12,0.176,0.53,1
741,YouTube,Short,Motivation,individual,18,1096,9,10,5,185,4,1,1,60,22,4,neutral,1842,190,87,49,29,2827,1520,36.01,0.6,0.193,0.92,1
742,TikTok,Video,Meme,influencer,9294,1339,10,7,7,173,34,0,0,171,3,5,curiosity,24492,1018,730,404,729,49015,29087,17.16,0.1,0.118,1,1
743,Instagram,Reel,Motivation,individual,313,1916,1,6,7,149,3,0,0,114,18,5,neutral,525,60,6,14,19,1015,762,60.74,0.53,0.189,0.14,0
744,Instagram,Video,Entertainment,influencer,3792,90,1,7,3,196,38,0,0,87,2,2,inspiration,1052,40,14,23,12,2597,2274,78.05,0.9,0.085,0.38,0
745,YouTube,Post,Entertainment,brand,3340,1546,7,7,4,152,11,0,1,10,8,3,curiosity,939,85,15,16,18,1778,1568,9.12,0.91,0.143,0.83,0
746,Instagram,Post,Entertainment,influencer,601,867,10,2,8,208,39,0,1,91,15,3,curiosity,2045,102,34,52,35,3479,2811,42.5,0.47,0.109,1,1
747,Instagram,Post,Entertainment,individual,6874,273,7,8,10,124,38,0,1,5,8,5,inspiration,16425,1287,397,483,486,24747,16077,4.49,0.9,0.162,0.71,1
748,YouTube,Post,Motivation,individual,3944,1120,1,2,10,100,21,1,1,22,15,2,curiosity,3027,130,52,30,40,6205,4189,6.53,0.3,0.083,0.22,0
749,YouTube,Reel,Motivation,individual,8986,369,3,4,4,83,23,0,1,17,19,6,neutral,21311,2252,949,172,737,40504,30994,6.86,0.4,0.193,0.48,1
750,Instagram,Video,Motivation,individual,1635,1694,3,6,7,47,32,0,0,120,5,2,neutral,4255,503,180,96,122,7439,6234,71.27,0.59,0.212,0.52,1
751,TikTok,Post,Meme,brand,13886,1228,6,3,8,257,0,0,0,167,4,2,curiosity,26841,2842,1290,664,753,48358,43314,143.34,0.86,0.207,0.62,0
752,TikTok,Post,Meme,influencer,5549,125,8,5,7,175,29,1,0,36,12,2,curiosity,20961,1557,365,451,509,41417,36030,9.03,0.25,0.137,0.9,1
753,Instagram,Short,Meme,brand,2140,32,6,8,3,41,6,1,1,152,12,3,neutral,3660,433,72,77,57,5379,3253,136.81,0.9,0.175,0.78,0
754,Instagram,Video,Meme,influencer,653,1732,9,4,7,89,25,0,0,154,18,2,fear,1136,63,33,23,12,2076,1191,3.35,0.02,0.115,1,0
755,TikTok,Short,Entertainment,individual,123,452,7,3,9,251,18,0,0,35,10,2,inspiration,3245,356,64,84,68,7373,6618,11.04,0.32,0.176,1,1
756,YouTube,Post,Motivation,influencer,2080,206,5,1,6,36,22,1,0,51,11,5,inspiration,3542,308,41,106,62,8822,7291,5.02,0.1,0.146,0.76,0
757,Instagram,Reel,Meme,individual,5142,1922,6,9,3,243,5,0,0,62,2,2,funny,8439,359,225,228,207,17502,15657,24.78,0.4,0.121,0.61,0
758,YouTube,Video,Tech,brand,4331,310,5,8,5,197,37,1,1,102,18,3,neutral,12729,1259,354,173,264,16098,11423,76.86,0.75,0.161,0.77,1
759,YouTube,Post,Education,brand,2830,1371,7,7,8,28,16,1,0,143,14,1,neutral,5713,203,143,151,72,13824,6981,23.71,0.17,0.1,0.97,1
760,YouTube,Reel,Entertainment,individual,740,73,6,9,5,86,2,1,1,17,21,3,curiosity,4333,513,53,74,139,6548,5545,4.27,0.25,0.18,0.78,1
761,YouTube,Reel,Motivation,brand,497,1051,7,6,2,217,36,1,0,50,5,3,fear,387,38,17,4,7,796,411,25.93,0.52,0.171,0.86,0
762,YouTube,Short,Motivation,individual,2071,652,10,9,8,235,17,1,0,144,2,7,inspiration,3866,250,157,104,113,5359,3039,50.51,0.35,0.161,1,0
763,Instagram,Video,Meme,brand,2722,303,6,7,2,126,21,0,1,21,18,6,inspiration,3382,128,133,101,113,7729,6758,12.56,0.6,0.14,0.75,0
764,YouTube,Video,Education,individual,1754,1454,7,6,7,16,39,1,1,110,13,3,inspiration,5252,410,238,59,96,12373,7900,85.99,0.78,0.153,0.85,1
765,YouTube,Reel,Tech,brand,10571,346,2,1,8,199,39,1,0,36,5,4,curiosity,17959,1048,548,200,632,39103,19826,12.67,0.35,0.135,0.27,0
766,YouTube,Short,Tech,brand,956,243,10,6,8,16,25,0,1,17,15,6,fear,813,64,20,18,17,1699,997,14.54,0.86,0.146,1,0
767,TikTok,Post,Entertainment,influencer,1140,1684,6,10,10,271,18,1,1,35,1,2,neutral,5864,506,77,158,39,7927,5246,20.31,0.58,0.133,0.83,1
768,Instagram,Post,Tech,individual,3396,1128,8,10,7,180,21,0,1,64,3,3,inspiration,11364,502,291,296,377,17832,9800,40.74,0.64,0.129,0.88,1
769,Instagram,Short,Meme,influencer,48090,1638,6,5,1,202,19,0,0,158,11,3,fear,101107,10150,3165,2084,4002,247116,201949,70.39,0.45,0.192,0.62,1
770,Instagram,Video,Tech,individual,4224,1303,2,9,5,294,24,0,1,27,1,3,inspiration,12517,516,205,274,299,29471,24978,2.46,0.09,0.103,0.22,1
771,YouTube,Reel,Tech,individual,9960,1802,5,10,10,141,7,1,0,115,20,6,fear,19092,2276,377,190,447,42068,29727,62.7,0.55,0.172,0.63,0
772,Instagram,Video,Motivation,brand,28222,948,1,9,6,228,21,0,0,87,6,3,funny,50922,2441,642,1348,1802,116435,92615,42.13,0.48,0.122,0.25,0
773,TikTok,Post,Education,brand,16654,1007,3,3,5,106,23,0,1,39,1,1,curiosity,36950,2849,1163,470,772,53369,38230,28.43,0.73,0.142,0.42,1
774,YouTube,Short,Education,individual,9662,60,9,5,6,155,23,1,1,81,0,2,funny,20291,1235,751,151,191,34559,29800,6.87,0.08,0.115,1,1
775,TikTok,Reel,Entertainment,brand,13588,185,4,9,5,58,35,1,1,66,19,2,neutral,19843,1720,836,323,459,41909,28240,53.87,0.82,0.168,0.53,0
776,YouTube,Post,Motivation,individual,27607,1240,2,3,8,282,6,0,0,116,4,2,inspiration,24635,1438,458,488,181,40929,35079,83.46,0.72,0.104,0.41,0
777,YouTube,Video,Entertainment,influencer,83297,1922,7,9,1,172,39,0,0,26,12,5,funny,156793,5308,5806,2409,1464,272855,178375,12.08,0.46,0.096,0.76,0
778,YouTube,Video,Meme,individual,10712,752,4,4,10,129,32,1,1,124,20,4,neutral,16356,1217,219,436,241,31631,16752,26.84,0.22,0.129,0.48,0
779,YouTube,Short,Meme,brand,12655,955,10,2,2,102,23,1,0,106,11,4,inspiration,7104,334,256,40,108,13613,7431,58.7,0.55,0.104,1,0
780,YouTube,Post,Education,individual,2477,143,7,2,4,152,32,1,1,57,16,4,curiosity,7439,717,344,208,176,17976,12280,30.13,0.53,0.194,0.78,1
781,Instagram,Post,Entertainment,brand,2249,698,9,10,2,191,12,0,1,162,17,6,funny,4280,265,84,45,164,10053,8721,155.37,0.96,0.13,1,0
782,TikTok,Reel,Education,individual,96012,1732,4,9,4,30,20,1,1,138,23,7,fear,317417,26900,8105,5580,10127,539708,437404,121.35,0.88,0.16,0.43,1
783,TikTok,Video,Entertainment,brand,181,456,10,5,4,202,38,1,0,115,16,5,fear,889,97,31,23,15,1592,1135,18.46,0.16,0.187,1,1
784,Instagram,Video,Tech,brand,264298,1932,9,5,8,272,7,0,0,133,2,4,neutral,2437779,291913,79573,14894,80142,5658757,3277491,53.94,0.41,0.191,0.95,1
785,TikTok,Reel,Meme,brand,2525,628,3,3,6,194,0,1,1,37,18,3,neutral,9994,355,112,227,340,21061,13655,24.23,0.65,0.103,0.57,1
786,TikTok,Reel,Meme,influencer,3476,734,10,4,10,244,4,1,0,13,4,5,funny,8252,754,380,88,66,20343,12633,2.61,0.2,0.156,1,1
787,YouTube,Short,Meme,brand,7162,758,7,2,1,144,19,1,1,175,22,6,neutral,11194,420,510,187,347,16871,11393,26.23,0.15,0.131,0.9,0
788,Instagram,Video,Meme,influencer,2225,303,8,10,1,82,32,1,1,32,22,5,funny,4662,530,144,28,79,9654,6641,4.31,0.13,0.168,0.92,1
789,Instagram,Video,Tech,brand,758,881,2,4,4,27,22,1,0,39,5,6,fear,55107,4089,1220,1045,1566,70260,40368,2.99,0.08,0.144,0.34,1
790,Instagram,Short,Education,influencer,14999,1440,2,7,4,122,5,0,0,143,5,6,funny,28330,871,528,727,806,55981,40732,128.11,0.9,0.103,0.22,0
791,YouTube,Video,Entertainment,brand,3052,1547,1,4,2,44,38,0,0,107,0,7,fear,28598,932,1167,221,170,64777,50802,30.74,0.29,0.087,0.18,1
792,YouTube,Post,Motivation,individual,38128,1237,1,5,6,155,25,1,0,41,5,1,fear,49387,2419,1489,1087,674,80673,54583,25.42,0.62,0.115,0.18,0
793,Instagram,Post,Education,influencer,66,586,2,3,3,214,3,1,1,87,17,1,inspiration,715,28,28,9,27,1127,799,62.72,0.72,0.129,0.3,1
794,YouTube,Post,Entertainment,individual,6519,983,9,1,2,89,38,0,1,129,17,7,curiosity,7841,378,254,102,265,15147,9706,101.69,0.79,0.127,1,0
795,Instagram,Reel,Tech,brand,919,723,4,2,7,168,28,1,0,168,12,1,curiosity,5120,215,69,141,121,9648,6905,144.39,0.86,0.107,0.42,1
796,YouTube,Video,Entertainment,brand,1361,410,9,9,7,99,23,0,1,144,19,6,neutral,2241,247,39,45,83,4022,2615,67.85,0.47,0.185,0.93,0
797,TikTok,Video,Entertainment,brand,279,98,5,3,2,271,32,0,1,19,13,7,curiosity,6280,335,263,74,38,13723,10381,10.79,0.57,0.113,0.56,1
798,Instagram,Post,Motivation,individual,6289,288,4,5,4,93,4,0,0,142,15,7,curiosity,4273,156,168,106,82,10219,6062,57.43,0.4,0.12,0.69,0
799,YouTube,Reel,Education,brand,6908,1103,4,7,9,19,20,0,0,62,1,7,neutral,10871,854,146,255,207,17911,13599,30.82,0.5,0.134,0.69,0
800,YouTube,Reel,Tech,brand,10936,1255,4,4,4,183,4,0,0,161,14,7,funny,17297,1503,853,465,183,30522,19353,89.05,0.55,0.174,0.5,0
801,TikTok,Video,Meme,influencer,6525,1472,10,1,4,122,3,1,1,93,0,6,funny,3826,384,152,23,138,7795,4423,22.66,0.24,0.182,1,0
802,YouTube,Video,Entertainment,influencer,2932,1023,9,1,5,42,22,1,1,77,5,6,inspiration,6828,214,186,94,114,9543,5313,27.28,0.35,0.089,0.91,1
803,Instagram,Post,Motivation,individual,876,1351,6,6,10,161,31,0,1,162,5,6,neutral,11710,771,266,318,78,26886,13557,23.82,0.15,0.122,0.62,1
804,Instagram,Post,Tech,influencer,2380,1291,3,9,8,38,34,1,0,52,14,5,funny,5100,539,197,131,61,6208,5198,46.44,0.89,0.182,0.4,1
805,TikTok,Post,Meme,brand,3845,1656,6,8,5,42,16,0,0,161,20,2,inspiration,8737,445,226,215,192,16151,13207,36.42,0.23,0.123,0.64,1
806,TikTok,Video,Entertainment,influencer,487,215,7,10,6,36,38,0,1,139,0,2,neutral,2372,218,95,20,45,3839,2973,68.15,0.49,0.159,0.81,1
807,TikTok,Reel,Meme,individual,8521,1681,2,8,4,90,2,1,1,81,8,5,funny,9127,928,104,205,52,17054,12600,70.12,0.87,0.141,0.25,0
808,YouTube,Short,Meme,brand,140,1427,3,10,4,203,26,1,1,164,23,2,curiosity,1553,69,71,16,18,3282,2650,38.96,0.24,0.112,0.58,1
809,TikTok,Short,Education,individual,9313,982,10,7,2,202,16,1,0,20,22,5,neutral,9318,794,119,165,73,22732,13031,15.25,0.76,0.124,1,0
810,Instagram,Video,Entertainment,brand,417,1302,7,9,6,273,8,1,1,124,17,7,neutral,3043,284,73,72,81,4852,3631,58.09,0.47,0.168,0.76,1
811,TikTok,Reel,Education,influencer,12340,1548,9,6,3,76,29,1,1,142,16,5,neutral,24369,1955,1010,650,211,30342,23552,51.89,0.37,0.157,1,0
812,Instagram,Reel,Motivation,individual,191,460,4,2,9,242,7,1,1,71,20,2,inspiration,3886,196,99,45,153,8647,5901,60.94,0.86,0.127,0.68,1
813,YouTube,Post,Meme,individual,1196,833,5,7,6,129,21,0,0,50,7,5,fear,2071,186,51,59,61,2939,1933,38.2,0.76,0.172,0.57,0
814,Instagram,Video,Tech,influencer,26462,584,1,4,7,53,12,0,1,137,5,2,curiosity,32232,1742,623,576,524,75296,54832,22.81,0.17,0.108,0.24,0
815,YouTube,Reel,Motivation,brand,2157,1215,8,1,8,92,8,0,1,160,13,4,funny,10788,710,196,202,95,18507,10076,47.64,0.3,0.112,0.86,1
816,YouTube,Video,Entertainment,individual,3318,1792,9,9,2,28,15,1,1,93,0,2,funny,8518,517,414,169,281,18902,14636,26.08,0.28,0.162,0.96,1
817,TikTok,Reel,Meme,brand,6819,946,7,8,9,111,28,0,1,74,17,1,curiosity,27076,1938,734,495,394,62128,42875,68.73,0.93,0.132,0.85,1
818,TikTok,Video,Motivation,individual,735,1968,6,8,4,194,36,1,1,41,20,6,funny,5006,435,83,75,182,7338,4889,8.48,0.21,0.155,0.8,1
819,YouTube,Video,Education,individual,99524,1782,2,6,3,62,11,1,1,29,2,1,curiosity,140189,7234,5490,1583,2640,236818,146930,28.55,0.98,0.121,0.27,0
820,TikTok,Reel,Meme,individual,2868,1839,9,4,4,168,29,0,1,84,1,1,funny,3410,291,127,33,114,5444,3999,76.71,0.91,0.166,1,0
821,TikTok,Post,Meme,influencer,2041,1005,3,6,6,169,38,0,0,17,2,1,funny,6211,624,128,132,94,8436,6069,10.8,0.64,0.157,0.48,1
822,Instagram,Video,Tech,influencer,2984,912,2,8,1,67,17,0,0,7,23,1,fear,4182,299,198,45,26,7812,4013,5.97,0.85,0.136,0.38,0
823,TikTok,Short,Meme,brand,637,1727,10,3,9,116,6,1,1,179,19,1,fear,1994,132,34,27,36,3872,1996,86.06,0.48,0.115,1,1
824,YouTube,Reel,Motivation,influencer,606,763,4,8,5,18,19,0,0,83,23,1,funny,102875,9246,4990,908,4063,242234,188407,55.03,0.66,0.187,0.54,1
825,TikTok,Reel,Meme,brand,10116,1966,4,6,6,16,13,1,0,15,11,6,inspiration,19109,716,780,118,575,25466,15105,13.84,0.92,0.115,0.5,0
826,TikTok,Short,Motivation,individual,8056,1594,2,2,10,292,14,1,1,100,8,7,fear,16631,882,751,311,249,24728,18443,93.64,0.94,0.132,0.41,1
827,Instagram,Video,Motivation,brand,5377,334,5,4,1,271,33,0,1,35,22,4,funny,15063,873,501,351,256,32303,25338,23.92,0.68,0.132,0.77,1
828,YouTube,Post,Education,individual,9291,775,3,9,2,63,22,0,1,9,11,3,inspiration,12149,1196,209,112,427,25456,21809,5.49,0.61,0.16,0.37,0
829,Instagram,Reel,Tech,individual,344,116,3,4,5,22,23,0,0,129,22,1,neutral,4385,436,70,70,49,10416,6168,86.09,0.67,0.143,0.35,1
830,TikTok,Short,Motivation,influencer,9521,565,3,9,10,188,13,1,0,44,15,1,fear,15399,1570,723,413,261,31518,22502,15.68,0.36,0.193,0.31,0
831,YouTube,Video,Education,individual,11301,1197,4,10,8,230,19,1,1,151,16,7,neutral,13034,1270,236,289,224,16273,11392,78.26,0.52,0.155,0.68,0
832,TikTok,Video,Motivation,influencer,4469,1178,5,8,2,104,29,0,1,124,8,3,curiosity,8058,433,151,79,77,11810,7068,115.94,0.93,0.092,0.54,0
833,YouTube,Short,Meme,influencer,2115,1923,3,6,7,70,35,1,1,69,5,5,inspiration,5277,359,55,142,54,8857,4567,59.72,0.87,0.116,0.4,1
834,Instagram,Video,Tech,brand,8982,1632,1,9,1,91,19,1,1,109,1,3,fear,314861,26146,4938,3616,7594,579010,468300,27.41,0.25,0.134,0.3,1
835,TikTok,Reel,Entertainment,individual,459,1174,3,2,10,203,3,1,0,118,12,7,fear,541,27,14,13,7,816,598,38.05,0.32,0.113,0.48,0
836,YouTube,Reel,Education,influencer,1632,1673,7,10,5,174,21,1,0,10,21,1,curiosity,8365,922,299,151,138,18130,12922,9.84,0.98,0.181,0.8,1
837,TikTok,Reel,Education,influencer,301,1551,10,10,7,12,0,1,1,71,4,7,inspiration,1710,51,49,9,66,2187,1550,17.32,0.24,0.102,1,1
838,YouTube,Short,Tech,brand,1465,1099,9,10,7,198,0,1,1,100,8,1,funny,3693,383,52,55,92,7598,5782,2.75,0.03,0.158,1,1
839,YouTube,Reel,Motivation,influencer,1398,1461,6,2,7,121,23,0,0,52,16,2,fear,3141,259,80,24,114,5239,3959,3.77,0.07,0.152,0.86,1
840,YouTube,Short,Entertainment,influencer,28677,939,10,6,9,217,17,0,1,5,7,1,fear,60680,2773,3003,850,2045,148973,100439,3.13,0.63,0.143,1,1
841,YouTube,Video,Motivation,brand,63519,1407,6,7,6,216,18,1,0,52,1,3,inspiration,198654,10695,2593,4859,1478,301254,270010,29.83,0.57,0.099,0.67,1
842,TikTok,Video,Entertainment,individual,7874,1338,2,6,5,169,30,1,0,15,18,1,fear,16851,1221,743,356,110,37276,23533,9.05,0.6,0.144,0.21,1
843,Instagram,Video,Education,brand,25207,504,3,8,3,243,34,0,0,40,15,4,funny,43838,5012,1036,544,578,66064,42994,33.54,0.84,0.164,0.5,0
844,TikTok,Post,Tech,brand,410929,305,9,6,1,99,33,0,1,142,22,3,inspiration,583440,41211,8438,12920,9169,1431463,951310,22.8,0.16,0.123,1,0
845,YouTube,Post,Entertainment,individual,1005,1004,8,6,10,73,29,1,1,13,10,6,curiosity,775,36,36,17,7,1365,1107,6.33,0.49,0.124,0.82,0
846,TikTok,Video,Entertainment,influencer,61819,1044,10,10,9,276,1,1,1,159,21,2,neutral,303673,17313,6282,3170,10273,703961,629865,93.35,0.59,0.122,1,1
847,Instagram,Video,Tech,individual,1013,1552,4,10,6,79,8,0,0,56,4,5,fear,4312,389,154,81,28,10746,7682,52.32,0.93,0.151,0.59,1
848,TikTok,Short,Education,influencer,2069,1630,7,2,8,255,25,0,1,44,9,3,inspiration,2571,214,81,28,93,5099,2801,6.62,0.15,0.162,0.71,0
849,TikTok,Video,Tech,brand,7747,34,5,8,6,218,24,0,0,28,21,5,neutral,20464,2277,273,523,211,32012,25154,2.99,0.11,0.16,0.72,1
850,YouTube,Reel,Entertainment,individual,704,951,4,10,5,83,17,1,1,19,0,5,fear,9990,636,167,262,160,17213,13649,12.17,0.64,0.123,0.52,1
851,YouTube,Video,Meme,brand,24400,1956,9,5,8,177,8,1,0,27,19,7,inspiration,32176,3230,1551,627,928,69340,60402,10.44,0.39,0.197,1,0
852,Instagram,Short,Entertainment,brand,18932,1503,10,8,5,212,10,1,1,113,7,7,curiosity,66971,4804,1154,1417,2661,81870,51426,71.11,0.63,0.15,1,1
853,YouTube,Reel,Meme,individual,6586,1881,1,4,10,42,8,0,1,118,19,7,curiosity,7586,631,164,66,135,18122,9323,50.16,0.43,0.131,0.29,0
854,TikTok,Post,Meme,brand,1001,1522,8,5,10,130,35,0,0,158,0,3,fear,4076,454,78,40,21,5881,4438,112.27,0.71,0.145,1,1
855,TikTok,Short,Tech,brand,4008,454,6,4,2,153,15,1,0,57,23,6,neutral,4179,278,94,123,89,5087,3393,43.24,0.76,0.14,0.65,0
856,TikTok,Video,Education,individual,3379,192,1,8,4,115,37,1,0,117,11,1,neutral,6875,447,248,78,138,15009,9985,8.52,0.07,0.133,0.28,1
857,TikTok,Reel,Motivation,individual,866,1467,1,5,9,142,1,0,0,145,17,2,fear,2267,173,101,22,14,2772,1664,98.13,0.68,0.137,0.2,1
858,TikTok,Video,Education,individual,12161,1342,5,6,8,253,29,1,1,153,3,7,curiosity,17218,1749,468,281,615,25121,17546,137.29,0.9,0.181,0.57,0
859,Instagram,Post,Motivation,brand,1913,1578,10,10,2,276,12,0,0,101,17,5,neutral,11478,1134,300,272,438,14937,12800,51.44,0.51,0.187,1,1
860,YouTube,Post,Entertainment,brand,17968,1110,9,5,2,274,27,0,1,28,12,3,curiosity,1187824,59154,26618,8044,26722,1623478,856187,24.72,0.88,0.101,1,1
861,YouTube,Short,Tech,influencer,473,1584,6,1,2,64,14,0,0,104,4,7,curiosity,4902,431,102,39,50,8308,5260,81.83,0.79,0.127,0.78,1
862,Instagram,Short,Tech,brand,9462,1357,7,8,7,103,17,1,0,92,5,2,funny,18341,1504,837,313,686,29185,14606,33.86,0.37,0.182,0.92,0
863,YouTube,Reel,Tech,influencer,24931,1067,4,4,7,176,8,1,0,99,16,2,fear,20734,850,452,563,322,36395,21677,71.25,0.72,0.105,0.58,0
864,TikTok,Short,Motivation,brand,18795,1679,1,2,7,127,35,0,0,22,14,7,neutral,4196,223,139,46,86,6783,4136,4.45,0.2,0.118,0.11,0
865,YouTube,Short,Education,influencer,6096,467,6,3,10,237,36,1,1,173,23,3,neutral,6225,557,220,90,164,11116,8930,141.15,0.82,0.166,0.61,0
866,Instagram,Short,Meme,individual,64683,1947,10,9,7,270,29,1,1,171,9,5,curiosity,266376,9780,6956,1348,6097,355781,178094,34.65,0.2,0.091,1,1
867,TikTok,Short,Education,influencer,498,1295,8,8,6,12,13,0,0,134,15,6,curiosity,1790,89,28,22,54,2774,2307,23.77,0.18,0.108,0.96,1
868,Instagram,Reel,Motivation,individual,864,1259,4,9,7,207,30,1,0,85,20,3,curiosity,11837,1051,365,239,217,18682,9772,83.96,0.99,0.158,0.61,1
869,Instagram,Post,Motivation,influencer,1492,1543,9,1,7,211,38,1,0,28,5,1,inspiration,1431,76,34,14,35,2191,1778,20.13,0.72,0.111,1,0
870,YouTube,Short,Tech,brand,1117,272,8,6,9,90,37,1,1,104,3,3,inspiration,1828,114,19,52,35,4124,3480,82.46,0.79,0.12,0.84,0
871,Instagram,Reel,Entertainment,influencer,6579,1657,5,6,10,68,11,1,1,148,4,5,curiosity,9689,308,250,276,343,11701,6859,76.67,0.52,0.121,0.67,0
872,TikTok,Post,Tech,individual,465,1021,2,2,2,160,14,1,0,122,11,3,neutral,18263,1778,631,284,486,31295,27295,42.99,0.35,0.174,0.21,1
873,YouTube,Short,Entertainment,individual,1019,303,4,1,4,201,16,0,1,110,15,3,inspiration,3314,303,96,71,25,4617,3373,93.97,0.85,0.149,0.42,1
874,YouTube,Short,Education,individual,1941,1619,10,2,8,24,10,0,1,38,3,6,curiosity,10833,580,209,134,221,21739,17500,13.31,0.35,0.106,1,1
875,YouTube,Short,Meme,individual,9691,1219,9,2,6,261,19,0,0,33,11,5,fear,10620,537,184,259,127,26481,15330,26.59,0.81,0.104,1,0
876,Instagram,Short,Tech,influencer,2125,519,9,5,6,207,9,0,0,27,14,5,funny,7021,778,216,123,50,13247,10881,25.05,0.93,0.166,0.95,1
877,YouTube,Post,Entertainment,influencer,3695,1743,10,1,5,28,33,1,1,63,3,3,inspiration,3543,281,89,75,130,6040,4071,27.42,0.44,0.162,1,0
878,TikTok,Post,Tech,brand,2967,281,6,9,6,172,16,1,0,64,11,7,curiosity,5918,416,81,118,87,9488,6666,19.81,0.31,0.119,0.62,0
879,Instagram,Reel,Entertainment,individual,1055,1921,4,9,1,268,7,1,0,118,5,3,fear,5086,499,156,107,97,10791,7165,63.55,0.54,0.169,0.55,1
880,Instagram,Post,Education,brand,3643,1781,2,8,5,37,15,1,1,14,19,7,inspiration,6778,221,223,175,205,14057,7237,3.57,0.26,0.122,0.38,0
881,Instagram,Reel,Education,influencer,4607,569,7,8,8,218,29,0,1,85,2,1,curiosity,5148,596,196,153,149,8082,5483,4.85,0.06,0.213,0.95,0
882,YouTube,Post,Meme,brand,558,703,2,8,1,65,26,1,1,62,22,7,fear,626,33,20,15,15,878,575,58.17,0.94,0.133,0.44,0
883,Instagram,Short,Tech,individual,6006,644,7,4,1,121,4,1,0,64,1,7,inspiration,8334,422,287,150,43,17171,9057,53.46,0.84,0.108,0.91,0
884,Instagram,Short,Entertainment,individual,7048,1593,8,2,2,186,21,0,0,49,2,7,inspiration,5154,419,58,142,32,6661,5694,26.22,0.54,0.126,0.81,0
885,YouTube,Post,Motivation,brand,1046,1344,10,7,7,107,16,1,1,142,17,4,inspiration,12501,640,209,169,134,22761,14795,41.78,0.29,0.092,1,1
886,TikTok,Video,Tech,brand,512,1695,5,2,5,77,13,0,0,102,22,4,inspiration,2560,219,109,51,99,5992,4708,64.69,0.63,0.187,0.74,1
887,TikTok,Short,Meme,individual,212,1855,3,7,6,215,4,1,0,34,3,7,neutral,1664,83,37,37,21,4096,2147,21.9,0.64,0.107,0.48,1
888,TikTok,Post,Education,brand,3050,906,9,7,3,148,13,0,0,84,9,4,curiosity,6333,674,137,32,97,15561,8218,25.07,0.3,0.148,1,1
889,YouTube,Reel,Tech,individual,135017,1842,1,8,10,160,14,0,1,59,10,2,fear,60935,1860,694,1315,1420,137720,92299,48.8,0.83,0.087,0.19,0
890,Instagram,Video,Education,influencer,95504,1388,6,4,4,128,35,0,1,159,21,6,fear,80033,2557,3327,1034,2791,129840,91735,128.01,0.81,0.121,0.8,0
891,Instagram,Post,Meme,brand,156,1480,1,6,6,283,26,0,1,76,5,3,neutral,1620,104,28,38,19,2135,1281,53.46,0.7,0.117,0.15,1
892,Instagram,Short,Entertainment,influencer,11704,1829,9,4,9,234,12,1,0,93,9,7,curiosity,4218,382,193,24,141,10313,8240,53.13,0.57,0.175,1,0
893,TikTok,Short,Tech,influencer,1624,1393,7,1,9,236,28,1,0,120,11,5,neutral,7330,420,201,48,279,15243,11692,75.06,0.63,0.129,0.92,1
894,YouTube,Short,Meme,brand,3068,514,9,3,5,156,27,0,1,87,16,2,funny,10252,996,197,136,64,20734,13290,72.67,0.84,0.136,1,1
895,YouTube,Post,Education,influencer,3575,1792,3,4,2,23,25,1,0,174,18,3,inspiration,4887,463,97,43,71,10634,6264,2.3,0.01,0.138,0.34,0
896,YouTube,Reel,Tech,individual,8266,164,4,4,5,39,29,0,0,107,15,7,neutral,18021,623,391,112,613,31940,27875,97.16,0.91,0.096,0.43,1
897,TikTok,Reel,Education,brand,1524,416,1,5,6,111,29,1,0,26,18,7,fear,1885,177,46,20,16,2432,1631,19.49,0.75,0.137,0.15,0
898,YouTube,Short,Education,brand,635,924,2,6,3,110,6,0,1,75,9,1,curiosity,2451,161,89,61,65,4469,2586,53,0.71,0.153,0.31,1
899,YouTube,Reel,Meme,individual,594,1452,6,3,8,66,23,0,0,153,16,3,neutral,1416,57,37,17,8,2084,1177,135.74,0.89,0.084,0.87,1
900,Instagram,Short,Education,influencer,72513,627,7,1,5,286,0,0,0,136,0,5,curiosity,87318,2750,3498,957,442,131895,79811,118.91,0.87,0.088,0.83,0
